combo,replication,week,price,sales,remain_invent
124,1,16,106764,109554,0.0254668930390492
125,0,1,60,67,1933.0
125,0,2,60,41,1892.0
125,0,3,60,36,1856.0
125,0,4,60,99,1757.0
125,0,5,60,62,1695.0
125,0,6,60,66,1629.0
125,0,7,60,41,1588.0
125,0,8,54,110,1478.0
125,0,9,54,48,1430.0
125,0,10,54,88,1342.0
125,0,11,54,48,1294.0
125,0,12,54,74,1220.0
125,0,13,54,71,1149.0
125,0,14,36,236,913.0
125,0,15,36,230,683.0
125,0,16,65202,82332,0.2080600495554584
125,1,1,60,92,1908.0
125,1,2,60,101,1807.0
125,1,3,60,69,1738.0
125,1,4,60,136,1602.0
125,1,5,60,62,1540.0
125,1,6,60,65,1475.0
125,1,7,60,59,1416.0
125,1,8,54,122,1294.0
125,1,9,54,117,1177.0
125,1,10,54,97,1080.0
125,1,11,54,70,1010.0
125,1,12,54,187,823.0
125,1,13,54,144,679.0
125,1,14,36,147,532.0
125,1,15,36,122,410.0
125,1,16,84522,98856,0.1449987861131342
126,0,1,60,84,1916.0
126,0,2,60,56,1860.0
126,0,3,60,82,1778.0
126,0,4,60,76,1702.0
126,0,5,60,93,1609.0
126,0,6,60,94,1515.0
126,0,7,60,94,1421.0
126,0,8,54,106,1315.0
126,0,9,54,168,1147.0
126,0,10,54,162,985.0
126,0,11,54,92,893.0
126,0,12,54,98,795.0
126,0,13,48,102,693.0
126,0,14,48,132,561.0
126,0,15,48,175,386.0
126,0,16,88176,100356,0.1213679301685998
126,1,1,60,77,1923.0
126,1,2,60,50,1873.0
126,1,3,60,42,1831.0
126,1,4,60,29,1802.0
126,1,5,60,101,1701.0
126,1,6,60,98,1603.0
126,1,7,60,71,1532.0
126,1,8,54,75,1457.0
126,1,9,54,141,1316.0
126,1,10,54,126,1190.0
126,1,11,54,78,1112.0
126,1,12,54,121,991.0
126,1,13,48,117,874.0
126,1,14,48,71,803.0
126,1,15,48,102,701.0
126,1,16,71214,89010,0.1999325918436131
127,0,1,60,67,1933.0
127,0,2,60,79,1854.0
127,0,3,60,76,1778.0
127,0,4,60,73,1705.0
127,0,5,60,41,1664.0
127,0,6,60,68,1596.0
127,0,7,60,74,1522.0
127,0,8,54,67,1455.0
127,0,9,54,57,1398.0
127,0,10,54,76,1322.0
127,0,11,54,40,1282.0
127,0,12,54,80,1202.0
127,0,13,48,101,1101.0
127,0,14,48,172,929.0
127,0,15,36,118,811.0
127,0,16,63312,82380,0.2314639475600873
127,1,1,60,119,1881.0
127,1,2,60,119,1762.0
127,1,3,60,101,1661.0
127,1,4,60,162,1499.0
127,1,5,60,170,1329.0
127,1,6,60,80,1249.0
127,1,7,60,70,1179.0
127,1,8,54,142,1037.0
127,1,9,54,159,878.0
127,1,10,54,125,753.0
127,1,11,54,151,602.0
127,1,12,54,133,469.0
127,1,13,48,173,296.0
127,1,14,48,130,166.0
127,1,15,36,166,0.0
127,1,16,108120,112656,0.0402641670217298
128,0,1,60,125,1875.0
128,0,2,60,110,1765.0
128,0,3,60,98,1667.0
128,0,4,60,135,1532.0
128,0,5,60,76,1456.0
128,0,6,60,68,1388.0
128,0,7,60,103,1285.0
128,0,8,54,102,1183.0
128,0,9,54,180,1003.0
128,0,10,54,179,824.0
128,0,11,54,143,681.0
128,0,12,54,149,532.0
128,0,13,48,135,397.0
128,0,14,36,354,43.0
128,0,15,36,43,0.0
128,0,16,104334,108750,0.0406068965517241
128,1,1,60,112,1888.0
128,1,2,60,60,1828.0
128,1,3,60,143,1685.0
128,1,4,60,82,1603.0
128,1,5,60,91,1512.0
128,1,6,60,93,1419.0
128,1,7,60,128,1291.0
128,1,8,54,129,1162.0
128,1,9,54,118,1044.0
128,1,10,54,174,870.0
128,1,11,54,196,674.0
128,1,12,54,136,538.0
128,1,13,48,177,361.0
128,1,14,36,339,22.0
128,1,15,36,22,0.0
128,1,16,104694,109032,0.0397864847017389
129,0,1,60,139,1861.0
129,0,2,60,129,1732.0
129,0,3,60,176,1556.0
129,0,4,60,157,1399.0
129,0,5,60,149,1250.0
129,0,6,60,125,1125.0
129,0,7,60,128,997.0
129,0,8,54,192,805.0
129,0,9,54,181,624.0
129,0,10,54,165,459.0
129,0,11,54,193,266.0
129,0,12,54,148,118.0
129,0,13,36,118,0.0
129,0,14,36,0,0.0
129,0,15,36,0,0.0
129,0,16,111894,120000,0.06755
129,1,1,60,102,1898.0
129,1,2,60,93,1805.0
129,1,3,60,51,1754.0
129,1,4,60,92,1662.0
129,1,5,60,91,1571.0
129,1,6,60,105,1466.0
129,1,7,60,129,1337.0
129,1,8,54,56,1281.0
129,1,9,54,192,1089.0
129,1,10,54,181,908.0
129,1,11,54,133,775.0
129,1,12,54,168,607.0
129,1,13,36,258,349.0
129,1,14,36,349,0.0
129,1,15,36,0,0.0
129,1,16,101052,107304,0.0582643703869379
130,0,1,60,55,1945.0
130,0,2,60,48,1897.0
130,0,3,60,82,1815.0
130,0,4,60,51,1764.0
130,0,5,60,51,1713.0
130,0,6,60,51,1662.0
130,0,7,60,69,1593.0
130,0,8,54,86,1507.0
130,0,9,54,101,1406.0
130,0,10,54,82,1324.0
130,0,11,54,49,1275.0
130,0,12,48,83,1192.0
130,0,13,48,42,1150.0
130,0,14,48,115,1035.0
130,0,15,48,112,923.0
130,0,16,58488,79068,0.260282288662923
130,1,1,60,88,1912.0
130,1,2,60,71,1841.0
130,1,3,60,105,1736.0
130,1,4,60,106,1630.0
130,1,5,60,122,1508.0
130,1,6,60,108,1400.0
130,1,7,60,91,1309.0
130,1,8,54,160,1149.0
130,1,9,54,101,1048.0
130,1,10,54,164,884.0
130,1,11,54,149,735.0
130,1,12,48,179,556.0
130,1,13,48,118,438.0
130,1,14,48,246,192.0
130,1,15,48,134,58.0
130,1,16,104952,106926,0.018461365804388
131,0,1,60,136,1864.0
131,0,2,60,126,1738.0
131,0,3,60,137,1601.0
131,0,4,60,142,1459.0
131,0,5,60,137,1322.0
131,0,6,60,143,1179.0
131,0,7,60,153,1026.0
131,0,8,54,123,903.0
131,0,9,54,112,791.0
131,0,10,54,166,625.0
131,0,11,54,189,436.0
131,0,12,48,297,139.0
131,0,13,48,139,0.0
131,0,14,48,0,0.0
131,0,15,48,0,0.0
131,0,16,111228,118854,0.0641627543035994
131,1,1,60,54,1946.0
131,1,2,60,44,1902.0
131,1,3,60,45,1857.0
131,1,4,60,43,1814.0
131,1,5,60,54,1760.0
131,1,6,60,73,1687.0
131,1,7,60,43,1644.0
131,1,8,54,92,1552.0
131,1,9,54,69,1483.0
131,1,10,54,50,1433.0
131,1,11,54,87,1346.0
131,1,12,48,123,1223.0
131,1,13,48,104,1119.0
131,1,14,48,88,1031.0
131,1,15,36,136,895.0
131,1,16,57468,76656,0.2503130870381966
132,0,1,60,107,1893.0
132,0,2,60,136,1757.0
132,0,3,60,108,1649.0
132,0,4,60,95,1554.0
132,0,5,60,179,1375.0
132,0,6,60,76,1299.0
132,0,7,60,81,1218.0
132,0,8,54,139,1079.0
132,0,9,54,171,908.0
132,0,10,54,158,750.0
132,0,11,54,22,728.0
132,0,12,48,186,542.0
132,0,13,48,206,336.0
132,0,14,36,124,212.0
132,0,15,36,212,0.0
132,0,16,104292,106884,0.0242505894240484
132,1,1,60,81,1919.0
132,1,2,60,65,1854.0
132,1,3,60,106,1748.0
132,1,4,60,33,1715.0
132,1,5,60,74,1641.0
132,1,6,60,87,1554.0
132,1,7,60,60,1494.0
132,1,8,54,110,1384.0
132,1,9,54,171,1213.0
132,1,10,54,73,1140.0
132,1,11,54,50,1090.0
132,1,12,48,134,956.0
132,1,13,48,123,833.0
132,1,14,36,280,553.0
132,1,15,36,225,328.0
132,1,16,82692,94572,0.1256185763228017
133,0,1,60,81,1919.0
133,0,2,60,101,1818.0
133,0,3,60,76,1742.0
133,0,4,60,74,1668.0
133,0,5,60,94,1574.0
133,0,6,60,93,1481.0
133,0,7,60,52,1429.0
133,0,8,54,132,1297.0
133,0,9,54,111,1186.0
133,0,10,54,45,1141.0
133,0,11,54,100,1041.0
133,0,12,48,93,948.0
133,0,13,36,303,645.0
133,0,14,36,308,337.0
133,0,15,36,181,156.0
133,0,16,88188,97764,0.0979501657051675
133,1,1,60,75,1925.0
133,1,2,60,57,1868.0
133,1,3,60,50,1818.0
133,1,4,60,94,1724.0
133,1,5,60,47,1677.0
133,1,6,60,116,1561.0
133,1,7,60,123,1438.0
133,1,8,54,132,1306.0
133,1,9,54,128,1178.0
133,1,10,54,87,1091.0
133,1,11,54,87,1004.0
133,1,12,48,121,883.0
133,1,13,36,233,650.0
133,1,14,36,296,354.0
133,1,15,36,191,163.0
133,1,16,88884,98184,0.0947201173307259
134,0,1,60,88,1912.0
134,0,2,60,90,1822.0
134,0,3,60,102,1720.0
134,0,4,60,122,1598.0
134,0,5,60,134,1464.0
134,0,6,60,88,1376.0
134,0,7,60,135,1241.0
134,0,8,54,133,1108.0
134,0,9,54,87,1021.0
134,0,10,54,161,860.0
134,0,11,54,152,708.0
134,0,12,36,302,406.0
134,0,13,36,341,65.0
134,0,14,36,65,0.0
134,0,15,36,0,0.0
134,0,16,99810,107280,0.0696308724832215
134,1,1,60,87,1913.0
134,1,2,60,138,1775.0
134,1,3,60,87,1688.0
134,1,4,60,100,1588.0
134,1,5,60,74,1514.0
134,1,6,60,93,1421.0
134,1,7,60,106,1315.0
134,1,8,54,190,1125.0
134,1,9,54,132,993.0
134,1,10,54,103,890.0
134,1,11,54,72,818.0
134,1,12,36,308,510.0
134,1,13,36,278,232.0
134,1,14,36,104,128.0
134,1,15,36,128,0.0
134,1,16,97386,102972,0.0542477566717165
135,0,1,60,102,1898.0
135,0,2,60,71,1827.0
135,0,3,60,70,1757.0
135,0,4,60,79,1678.0
135,0,5,60,100,1578.0
135,0,6,60,80,1498.0
135,0,7,60,182,1316.0
135,0,8,54,104,1212.0
135,0,9,54,118,1094.0
135,0,10,54,82,1012.0
135,0,11,48,239,773.0
135,0,12,48,238,535.0
135,0,13,48,152,383.0
135,0,14,48,134,249.0
135,0,15,48,194,55.0
135,0,16,103392,105516,0.0201296485841009
135,1,1,60,85,1915.0
135,1,2,60,123,1792.0
135,1,3,60,77,1715.0
135,1,4,60,65,1650.0
135,1,5,60,122,1528.0
135,1,6,60,52,1476.0
135,1,7,60,51,1425.0
135,1,8,54,111,1314.0
135,1,9,54,81,1233.0
135,1,10,54,105,1128.0
135,1,11,48,82,1046.0
135,1,12,48,136,910.0
135,1,13,48,162,748.0
135,1,14,48,160,588.0
135,1,15,48,137,451.0
135,1,16,83034,97020,0.1441558441558441
136,0,1,60,105,1895.0
136,0,2,60,52,1843.0
136,0,3,60,130,1713.0
136,0,4,60,51,1662.0
136,0,5,60,71,1591.0
136,0,6,60,116,1475.0
136,0,7,60,80,1395.0
136,0,8,54,96,1299.0
136,0,9,54,203,1096.0
136,0,10,54,140,956.0
136,0,11,48,155,801.0
136,0,12,48,189,612.0
136,0,13,48,148,464.0
136,0,14,48,105,359.0
136,0,15,36,316,43.0
136,0,16,100038,103272,0.0313153613757843
136,1,1,60,128,1872.0
136,1,2,60,126,1746.0
136,1,3,60,95,1651.0
136,1,4,60,149,1502.0
136,1,5,60,125,1377.0
136,1,6,60,72,1305.0
136,1,7,60,118,1187.0
136,1,8,54,253,934.0
136,1,9,54,120,814.0
136,1,10,54,203,611.0
136,1,11,48,124,487.0
136,1,12,48,285,202.0
136,1,13,48,202,0.0
136,1,14,48,0,0.0
136,1,15,48,0,0.0
136,1,16,109212,118134,0.0755244044898166
137,0,1,60,75,1925.0
137,0,2,60,62,1863.0
137,0,3,60,86,1777.0
137,0,4,60,79,1698.0
137,0,5,60,104,1594.0
137,0,6,60,56,1538.0
137,0,7,60,104,1434.0
137,0,8,54,90,1344.0
137,0,9,54,125,1219.0
137,0,10,54,68,1151.0
137,0,11,48,125,1026.0
137,0,12,48,104,922.0
137,0,13,48,110,812.0
137,0,14,36,206,606.0
137,0,15,36,194,412.0
137,0,16,79914,93564,0.1458894446582018
137,1,1,60,78,1922.0
137,1,2,60,47,1875.0
137,1,3,60,81,1794.0
137,1,4,60,65,1729.0
137,1,5,60,64,1665.0
137,1,6,60,77,1588.0
137,1,7,60,95,1493.0
137,1,8,54,40,1453.0
137,1,9,54,108,1345.0
137,1,10,54,55,1290.0
137,1,11,48,154,1136.0
137,1,12,48,183,953.0
137,1,13,48,137,816.0
137,1,14,36,277,539.0
137,1,15,36,325,214.0
137,1,16,85806,94728,0.0941854573093489
138,0,1,60,79,1921.0
138,0,2,60,100,1821.0
138,0,3,60,28,1793.0
138,0,4,60,110,1683.0
138,0,5,60,102,1581.0
138,0,6,60,83,1498.0
138,0,7,60,48,1450.0
138,0,8,54,52,1398.0
138,0,9,54,100,1298.0
138,0,10,54,94,1204.0
138,0,11,48,199,1005.0
138,0,12,48,71,934.0
138,0,13,36,185,749.0
138,0,14,36,179,570.0
138,0,15,36,278,292.0
138,0,16,82356,93756,0.1215922180980417
138,1,1,60,80,1920.0
138,1,2,60,63,1857.0
138,1,3,60,93,1764.0
138,1,4,60,91,1673.0
138,1,5,60,70,1603.0
138,1,6,60,75,1528.0
138,1,7,60,89,1439.0
138,1,8,54,134,1305.0
138,1,9,54,128,1177.0
138,1,10,54,122,1055.0
138,1,11,48,156,899.0
138,1,12,48,182,717.0
138,1,13,36,331,386.0
138,1,14,36,196,190.0
138,1,15,36,190,0.0
138,1,16,96432,101520,0.0501182033096926
139,0,1,60,114,1886.0
139,0,2,60,54,1832.0
139,0,3,60,104,1728.0
139,0,4,60,154,1574.0
139,0,5,60,107,1467.0
139,0,6,60,146,1321.0
139,0,7,60,107,1214.0
139,0,8,54,92,1122.0
139,0,9,54,176,946.0
139,0,10,54,176,770.0
139,0,11,48,154,616.0
139,0,12,36,120,496.0
139,0,13,36,282,214.0
139,0,14,36,214,0.0
139,0,15,36,0,0.0
139,0,16,100704,109008,0.0761778952003522
139,1,1,60,128,1872.0
139,1,2,60,183,1689.0
139,1,3,60,131,1558.0
139,1,4,60,97,1461.0
139,1,5,60,136,1325.0
139,1,6,60,139,1186.0
139,1,7,60,165,1021.0
139,1,8,54,179,842.0
139,1,9,54,175,667.0
139,1,10,54,171,496.0
139,1,11,48,175,321.0
139,1,12,36,321,0.0
139,1,13,36,0,0.0
139,1,14,36,0,0.0
139,1,15,36,0,0.0
139,1,16,107046,120000,0.1079499999999999
140,0,1,60,67,1933.0
140,0,2,60,110,1823.0
140,0,3,60,48,1775.0
140,0,4,60,55,1720.0
140,0,5,60,55,1665.0
140,0,6,60,88,1577.0
140,0,7,60,95,1482.0
140,0,8,54,78,1404.0
140,0,9,54,53,1351.0
140,0,10,54,101,1250.0
140,0,11,36,123,1127.0
140,0,12,36,192,935.0
140,0,13,36,214,721.0
140,0,14,36,91,630.0
140,0,15,36,178,452.0
140,0,16,72336,85692,0.1558605237361714
140,1,1,60,89,1911.0
140,1,2,60,92,1819.0
140,1,3,60,100,1719.0
140,1,4,60,46,1673.0
140,1,5,60,75,1598.0
140,1,6,60,74,1524.0
140,1,7,60,93,1431.0
140,1,8,54,124,1307.0
140,1,9,54,69,1238.0
140,1,10,54,156,1082.0
140,1,11,36,138,944.0
140,1,12,36,128,816.0
140,1,13,36,397,419.0
140,1,14,36,186,233.0
140,1,15,36,110,123.0
140,1,16,87510,96924,0.0971276464033675
141,0,1,60,61,1939.0
141,0,2,60,79,1860.0
141,0,3,60,90,1770.0
141,0,4,60,44,1726.0
141,0,5,60,43,1683.0
141,0,6,60,33,1650.0
141,0,7,60,41,1609.0
141,0,8,54,78,1531.0
141,0,9,54,83,1448.0
141,0,10,48,108,1340.0
141,0,11,48,88,1252.0
141,0,12,48,79,1173.0
141,0,13,48,76,1097.0
141,0,14,48,170,927.0
141,0,15,48,123,804.0
141,0,16,63066,80376,0.2153627948641385
141,1,1,60,60,1940.0
141,1,2,60,65,1875.0
141,1,3,60,90,1785.0
141,1,4,60,86,1699.0
141,1,5,60,46,1653.0
141,1,6,60,72,1581.0
141,1,7,60,70,1511.0
141,1,8,54,62,1449.0
141,1,9,54,64,1385.0
141,1,10,48,59,1326.0
141,1,11,48,93,1233.0
141,1,12,48,79,1154.0
141,1,13,48,93,1061.0
141,1,14,48,118,943.0
141,1,15,48,91,852.0
141,1,16,61728,80976,0.2377000592768228
142,0,1,60,66,1934.0
142,0,2,60,71,1863.0
142,0,3,60,65,1798.0
142,0,4,60,61,1737.0
142,0,5,60,66,1671.0
142,0,6,60,95,1576.0
142,0,7,60,69,1507.0
142,0,8,54,108,1399.0
142,0,9,54,88,1311.0
142,0,10,48,123,1188.0
142,0,11,48,73,1115.0
142,0,12,48,131,984.0
142,0,13,48,61,923.0
142,0,14,48,208,715.0
142,0,15,36,168,547.0
142,0,16,74820,89640,0.1653279785809905
142,1,1,60,92,1908.0
142,1,2,60,121,1787.0
142,1,3,60,130,1657.0
142,1,4,60,116,1541.0
142,1,5,60,88,1453.0
142,1,6,60,67,1386.0
142,1,7,60,91,1295.0
142,1,8,54,40,1255.0
142,1,9,54,104,1151.0
142,1,10,48,154,997.0
142,1,11,48,104,893.0
142,1,12,48,219,674.0
142,1,13,48,123,551.0
142,1,14,48,127,424.0
142,1,15,36,395,29.0
142,1,16,99192,102762,0.0347404682664798
143,0,1,60,52,1948.0
143,0,2,60,69,1879.0
143,0,3,60,60,1819.0
143,0,4,60,50,1769.0
143,0,5,60,35,1734.0
143,0,6,60,53,1681.0
143,0,7,60,17,1664.0
143,0,8,54,82,1582.0
143,0,9,54,56,1526.0
143,0,10,48,58,1468.0
143,0,11,48,94,1374.0
143,0,12,48,109,1265.0
143,0,13,48,78,1187.0
143,0,14,36,135,1052.0
143,0,15,36,103,949.0
143,0,16,52452,70584,0.2568854131247875
143,1,1,60,130,1870.0
143,1,2,60,102,1768.0
143,1,3,60,115,1653.0
143,1,4,60,131,1522.0
143,1,5,60,162,1360.0
143,1,6,60,86,1274.0
143,1,7,60,114,1160.0
143,1,8,54,125,1035.0
143,1,9,54,176,859.0
143,1,10,48,262,597.0
143,1,11,48,170,427.0
143,1,12,48,204,223.0
143,1,13,48,173,50.0
143,1,14,36,50,0.0
143,1,15,36,0,0.0
143,1,16,107286,115332,0.0697638122984081
144,0,1,60,135,1865.0
144,0,2,60,129,1736.0
144,0,3,60,141,1595.0
144,0,4,60,117,1478.0
144,0,5,60,193,1285.0
144,0,6,60,154,1131.0
144,0,7,60,143,988.0
144,0,8,54,213,775.0
144,0,9,54,218,557.0
144,0,10,48,221,336.0
144,0,11,48,242,94.0
144,0,12,48,94,0.0
144,0,13,48,0,0.0
144,0,14,48,0,0.0
144,0,15,48,0,0.0
144,0,16,110730,120000,0.07725
144,1,1,60,101,1899.0
144,1,2,60,123,1776.0
144,1,3,60,79,1697.0
144,1,4,60,107,1590.0
144,1,5,60,81,1509.0
144,1,6,60,105,1404.0
144,1,7,60,79,1325.0
144,1,8,54,142,1183.0
144,1,9,54,159,1024.0
144,1,10,48,208,816.0
144,1,11,48,130,686.0
144,1,12,48,140,546.0
144,1,13,36,233,313.0
144,1,14,36,292,21.0
144,1,15,36,21,0.0
144,1,16,99354,105642,0.0595217811097859
145,0,1,60,76,1924.0
145,0,2,60,112,1812.0
145,0,3,60,80,1732.0
145,0,4,60,88,1644.0
145,0,5,60,57,1587.0
145,0,6,60,84,1503.0
145,0,7,60,65,1438.0
145,0,8,54,66,1372.0
145,0,9,54,47,1325.0
145,0,10,48,119,1206.0
145,0,11,48,168,1038.0
145,0,12,36,109,929.0
145,0,13,36,172,757.0
145,0,14,36,186,571.0
145,0,15,36,150,421.0
145,0,16,75810,88692,0.1452442159383034
145,1,1,60,92,1908.0
145,1,2,60,137,1771.0
145,1,3,60,47,1724.0
145,1,4,60,109,1615.0
145,1,5,60,123,1492.0
145,1,6,60,51,1441.0
145,1,7,60,100,1341.0
145,1,8,54,105,1236.0
145,1,9,54,170,1066.0
145,1,10,48,123,943.0
145,1,11,48,101,842.0
145,1,12,36,334,508.0
145,1,13,36,330,178.0
145,1,14,36,178,0.0
145,1,15,36,0,0.0
145,1,16,95454,105102,0.0917965405035108
146,0,1,60,143,1857.0
146,0,2,60,134,1723.0
146,0,3,60,135,1588.0
146,0,4,60,202,1386.0
146,0,5,60,152,1234.0
146,0,6,60,157,1077.0
146,0,7,60,134,943.0
146,0,8,54,169,774.0
146,0,9,54,214,560.0
146,0,10,48,210,350.0
146,0,11,36,350,0.0
146,0,12,36,0,0.0
146,0,13,36,0,0.0
146,0,14,36,0,0.0
146,0,15,36,0,0.0
146,0,16,106782,120000,0.1101499999999999
146,1,1,60,120,1880.0
146,1,2,60,154,1726.0
146,1,3,60,115,1611.0
146,1,4,60,139,1472.0
146,1,5,60,118,1354.0
146,1,6,60,107,1247.0
146,1,7,60,91,1156.0
146,1,8,54,149,1007.0
146,1,9,54,81,926.0
146,1,10,48,172,754.0
146,1,11,36,295,459.0
146,1,12,36,351,108.0
146,1,13,36,108,0.0
146,1,14,36,0,0.0
146,1,15,36,0,0.0
146,1,16,98460,111876,0.1199184811755872
147,0,1,60,128,1872.0
147,0,2,60,89,1783.0
147,0,3,60,104,1679.0
147,0,4,60,78,1601.0
147,0,5,60,173,1428.0
147,0,6,60,104,1324.0
147,0,7,60,146,1178.0
147,0,8,54,176,1002.0
147,0,9,54,197,805.0
147,0,10,36,216,589.0
147,0,11,36,388,201.0
147,0,12,36,201,0.0
147,0,13,36,0,0.0
147,0,14,36,0,0.0
147,0,15,36,0,0.0
147,0,16,98442,117762,0.1640597136597544
147,1,1,60,76,1924.0
147,1,2,60,94,1830.0
147,1,3,60,71,1759.0
147,1,4,60,72,1687.0
147,1,5,60,49,1638.0
147,1,6,60,22,1616.0
147,1,7,60,95,1521.0
147,1,8,54,65,1456.0
147,1,9,54,139,1317.0
147,1,10,36,91,1226.0
147,1,11,36,256,970.0
147,1,12,36,177,793.0
147,1,13,36,185,608.0
147,1,14,36,141,467.0
147,1,15,36,120,347.0
147,1,16,74676,86028,0.1319570372436881
148,0,1,60,92,1908.0
148,0,2,60,116,1792.0
148,0,3,60,81,1711.0
148,0,4,60,118,1593.0
148,0,5,60,121,1472.0
148,0,6,60,55,1417.0
148,0,7,60,68,1349.0
148,0,8,54,125,1224.0
148,0,9,48,263,961.0
148,0,10,48,109,852.0
148,0,11,48,74,778.0
148,0,12,48,173,605.0
148,0,13,48,113,492.0
148,0,14,48,233,259.0
148,0,15,48,131,128.0
148,0,16,98418,102696,0.0416569291890628
148,1,1,60,101,1899.0
148,1,2,60,99,1800.0
148,1,3,60,99,1701.0
148,1,4,60,122,1579.0
148,1,5,60,102,1477.0
148,1,6,60,89,1388.0
148,1,7,60,71,1317.0
148,1,8,54,121,1196.0
148,1,9,48,195,1001.0
148,1,10,48,137,864.0
148,1,11,48,136,728.0
148,1,12,48,162,566.0
148,1,13,48,173,393.0
148,1,14,48,153,240.0
148,1,15,48,184,56.0
148,1,16,102234,104520,0.0218714121699196
149,0,1,60,77,1923.0
149,0,2,60,68,1855.0
149,0,3,60,63,1792.0
149,0,4,60,106,1686.0
149,0,5,60,122,1564.0
149,0,6,60,78,1486.0
149,0,7,60,77,1409.0
149,0,8,54,97,1312.0
149,0,9,48,142,1170.0
149,0,10,48,96,1074.0
149,0,11,48,158,916.0
149,0,12,48,114,802.0
149,0,13,48,111,691.0
149,0,14,48,126,565.0
149,0,15,36,133,432.0
149,0,16,81342,94752,0.1415273556231002
149,1,1,60,69,1931.0
149,1,2,60,43,1888.0
149,1,3,60,108,1780.0
149,1,4,60,95,1685.0
149,1,5,60,68,1617.0
149,1,6,60,105,1512.0
149,1,7,60,74,1438.0
149,1,8,54,84,1354.0
149,1,9,48,150,1204.0
149,1,10,48,76,1128.0
149,1,11,48,178,950.0
149,1,12,48,75,875.0
149,1,13,48,131,744.0
149,1,14,48,232,512.0
149,1,15,36,260,252.0
149,1,16,88032,97344,0.0956607495069034
150,0,1,60,119,1881.0
150,0,2,60,119,1762.0
150,0,3,60,78,1684.0
150,0,4,60,116,1568.0
150,0,5,60,126,1442.0
150,0,6,60,114,1328.0
150,0,7,60,112,1216.0
150,0,8,54,120,1096.0
150,0,9,48,229,867.0
150,0,10,48,254,613.0
150,0,11,48,270,343.0
150,0,12,48,158,185.0
150,0,13,48,185,0.0
150,0,14,48,0,0.0
150,0,15,48,0,0.0
150,0,16,106128,113256,0.0629370629370629
150,1,1,60,83,1917.0
150,1,2,60,76,1841.0
150,1,3,60,143,1698.0
150,1,4,60,65,1633.0
150,1,5,60,156,1477.0
150,1,6,60,70,1407.0
150,1,7,60,91,1316.0
150,1,8,54,97,1219.0
150,1,9,48,69,1150.0
150,1,10,48,140,1010.0
150,1,11,48,39,971.0
150,1,12,48,188,783.0
150,1,13,48,44,739.0
150,1,14,36,250,489.0
150,1,15,36,136,353.0
150,1,16,83214,96372,0.1365334329473291
151,0,1,60,87,1913.0
151,0,2,60,66,1847.0
151,0,3,60,40,1807.0
151,0,4,60,118,1689.0
151,0,5,60,60,1629.0
151,0,6,60,66,1563.0
151,0,7,60,52,1511.0
151,0,8,54,88,1423.0
151,0,9,48,131,1292.0
151,0,10,48,151,1141.0
151,0,11,48,158,983.0
151,0,12,48,162,821.0
151,0,13,36,193,628.0
151,0,14,36,70,558.0
151,0,15,36,220,338.0
151,0,16,80376,90960,0.1163588390501318
151,1,1,60,97,1903.0
151,1,2,60,76,1827.0
151,1,3,60,69,1758.0
151,1,4,60,134,1624.0
151,1,5,60,23,1601.0
151,1,6,60,142,1459.0
151,1,7,60,92,1367.0
151,1,8,54,90,1277.0
151,1,9,48,114,1163.0
151,1,10,48,135,1028.0
151,1,11,48,173,855.0
151,1,12,48,257,598.0
151,1,13,36,350,248.0
151,1,14,36,37,211.0
151,1,15,36,211,0.0
151,1,16,96960,101346,0.0432774850512106
152,0,1,60,106,1894.0
152,0,2,60,132,1762.0
152,0,3,60,77,1685.0
152,0,4,60,147,1538.0
152,0,5,60,132,1406.0
152,0,6,60,90,1316.0
152,0,7,60,97,1219.0
152,0,8,54,145,1074.0
152,0,9,48,42,1032.0
152,0,10,48,235,797.0
152,0,11,48,250,547.0
152,0,12,36,283,264.0
152,0,13,36,264,0.0
152,0,14,36,0,0.0
152,0,15,36,0,0.0
152,0,16,99678,111186,0.1035022394905833
152,1,1,60,102,1898.0
152,1,2,60,71,1827.0
152,1,3,60,85,1742.0
152,1,4,60,107,1635.0
152,1,5,60,91,1544.0
152,1,6,60,115,1429.0
152,1,7,60,43,1386.0
152,1,8,54,116,1270.0
152,1,9,48,244,1026.0
152,1,10,48,232,794.0
152,1,11,48,96,698.0
152,1,12,36,360,338.0
152,1,13,36,338,0.0
152,1,14,36,0,0.0
152,1,15,36,0,0.0
152,1,16,95688,104472,0.0840799448656098
153,0,1,60,84,1916.0
153,0,2,60,108,1808.0
153,0,3,60,58,1750.0
153,0,4,60,71,1679.0
153,0,5,60,57,1622.0
153,0,6,60,101,1521.0
153,0,7,60,117,1404.0
153,0,8,54,93,1311.0
153,0,9,48,140,1171.0
153,0,10,48,123,1048.0
153,0,11,36,257,791.0
153,0,12,36,269,522.0
153,0,13,36,179,343.0
153,0,14,36,253,90.0
153,0,15,36,90,0.0
153,0,16,91134,99312,0.0823465442242629
153,1,1,60,121,1879.0
153,1,2,60,152,1727.0
153,1,3,60,156,1571.0
153,1,4,60,102,1469.0
153,1,5,60,126,1343.0
153,1,6,60,144,1199.0
153,1,7,60,79,1120.0
153,1,8,54,171,949.0
153,1,9,48,230,719.0
153,1,10,48,143,576.0
153,1,11,36,518,58.0
153,1,12,36,58,0.0
153,1,13,36,0,0.0
153,1,14,36,0,0.0
153,1,15,36,0,0.0
153,1,16,100674,115362,0.1273209549071617
