combo,replication,week,price,sales,remain_invent
339,0,9,36,299,783.0
339,0,10,36,325,458.0
339,0,11,36,245,213.0
339,0,12,36,213,0.0
339,0,13,36,0,0.0
339,0,14,36,0,0.0
339,0,15,36,0,0.0
339,0,16,85806,105138,0.1838726245505906
339,1,1,60,116,1884.0
339,1,2,60,134,1750.0
339,1,3,60,148,1602.0
339,1,4,60,150,1452.0
339,1,5,54,158,1294.0
339,1,6,54,124,1170.0
339,1,7,48,362,808.0
339,1,8,36,283,525.0
339,1,9,36,328,197.0
339,1,10,36,197,0.0
339,1,11,36,0,0.0
339,1,12,36,0,0.0
339,1,13,36,0,0.0
339,1,14,36,0,0.0
339,1,15,36,0,0.0
339,1,16,94572,115992,0.1846679081315952
340,0,1,60,90,1910.0
340,0,2,60,118,1792.0
340,0,3,60,143,1649.0
340,0,4,60,100,1549.0
340,0,5,54,147,1402.0
340,0,6,54,79,1323.0
340,0,7,36,280,1043.0
340,0,8,36,408,635.0
340,0,9,36,234,401.0
340,0,10,36,302,99.0
340,0,11,36,99,0.0
340,0,12,36,0,0.0
340,0,13,36,0,0.0
340,0,14,36,0,0.0
340,0,15,36,0,0.0
340,0,16,86892,107676,0.1930235149894127
340,1,1,60,127,1873.0
340,1,2,60,97,1776.0
340,1,3,60,122,1654.0
340,1,4,60,144,1510.0
340,1,5,54,191,1319.0
340,1,6,54,186,1133.0
340,1,7,36,272,861.0
340,1,8,36,456,405.0
340,1,9,36,405,0.0
340,1,10,36,0,0.0
340,1,11,36,0,0.0
340,1,12,36,0,0.0
340,1,13,36,0,0.0
340,1,14,36,0,0.0
340,1,15,36,0,0.0
340,1,16,90546,117564,0.2298152495661937
341,0,1,60,147,1853.0
341,0,2,60,136,1717.0
341,0,3,60,71,1646.0
341,0,4,60,126,1520.0
341,0,5,54,163,1357.0
341,0,6,48,348,1009.0
341,0,7,48,335,674.0
341,0,8,48,186,488.0
341,0,9,48,221,267.0
341,0,10,48,267,0.0
341,0,11,48,0,0.0
341,0,12,48,0,0.0
341,0,13,48,0,0.0
341,0,14,48,0,0.0
341,0,15,48,0,0.0
341,0,16,102738,120000,0.14385
341,1,1,60,108,1892.0
341,1,2,60,116,1776.0
341,1,3,60,136,1640.0
341,1,4,60,173,1467.0
341,1,5,54,150,1317.0
341,1,6,48,202,1115.0
341,1,7,48,245,870.0
341,1,8,48,182,688.0
341,1,9,48,188,500.0
341,1,10,48,259,241.0
341,1,11,48,185,56.0
341,1,12,48,56,0.0
341,1,13,48,0,0.0
341,1,14,48,0,0.0
341,1,15,48,0,0.0
341,1,16,103296,115584,0.106312292358804
342,0,1,60,111,1889.0
342,0,2,60,127,1762.0
342,0,3,60,83,1679.0
342,0,4,60,118,1561.0
342,0,5,54,172,1389.0
342,0,6,48,84,1305.0
342,0,7,48,165,1140.0
342,0,8,48,151,989.0
342,0,9,48,229,760.0
342,0,10,48,144,616.0
342,0,11,48,118,498.0
342,0,12,48,305,193.0
342,0,13,48,164,29.0
342,0,14,48,29,0.0
342,0,15,48,0,0.0
342,0,16,102300,107676,0.0499275604591552
342,1,1,60,160,1840.0
342,1,2,60,209,1631.0
342,1,3,60,117,1514.0
342,1,4,60,160,1354.0
342,1,5,54,229,1125.0
342,1,6,48,212,913.0
342,1,7,48,303,610.0
342,1,8,48,392,218.0
342,1,9,48,218,0.0
342,1,10,48,0,0.0
342,1,11,48,0,0.0
342,1,12,48,0,0.0
342,1,13,48,0,0.0
342,1,14,48,0,0.0
342,1,15,48,0,0.0
342,1,16,105126,120000,0.12395
343,0,1,60,114,1886.0
343,0,2,60,115,1771.0
343,0,3,60,173,1598.0
343,0,4,60,128,1470.0
343,0,5,54,206,1264.0
343,0,6,48,196,1068.0
343,0,7,48,197,871.0
343,0,8,48,244,627.0
343,0,9,48,215,412.0
343,0,10,48,258,154.0
343,0,11,48,116,38.0
343,0,12,48,38,0.0
343,0,13,48,0,0.0
343,0,14,48,0,0.0
343,0,15,48,0,0.0
343,0,16,103596,116064,0.1074234904880065
343,1,1,60,91,1909.0
343,1,2,60,87,1822.0
343,1,3,60,95,1727.0
343,1,4,60,107,1620.0
343,1,5,54,114,1506.0
343,1,6,48,145,1361.0
343,1,7,48,132,1229.0
343,1,8,48,148,1081.0
343,1,9,48,130,951.0
343,1,10,48,219,732.0
343,1,11,48,85,647.0
343,1,12,48,163,484.0
343,1,13,48,169,315.0
343,1,14,36,243,72.0
343,1,15,36,72,0.0
343,1,16,97464,101046,0.0354492013538388
344,0,1,60,111,1889.0
344,0,2,60,99,1790.0
344,0,3,60,90,1700.0
344,0,4,60,105,1595.0
344,0,5,54,92,1503.0
344,0,6,48,214,1289.0
344,0,7,48,215,1074.0
344,0,8,48,229,845.0
344,0,9,48,188,657.0
344,0,10,48,249,408.0
344,0,11,48,111,297.0
344,0,12,48,189,108.0
344,0,13,36,108,0.0
344,0,14,36,0,0.0
344,0,15,36,0,0.0
344,0,16,100116,110856,0.0968824420870317
344,1,1,60,106,1894.0
344,1,2,60,86,1808.0
344,1,3,60,72,1736.0
344,1,4,60,76,1660.0
344,1,5,54,147,1513.0
344,1,6,48,181,1332.0
344,1,7,48,247,1085.0
344,1,8,48,245,840.0
344,1,9,48,131,709.0
344,1,10,48,164,545.0
344,1,11,48,292,253.0
344,1,12,48,229,24.0
344,1,13,36,24,0.0
344,1,14,36,0,0.0
344,1,15,36,0,0.0
344,1,16,100674,108402,0.0712901975978302
345,0,1,60,92,1908.0
345,0,2,60,58,1850.0
345,0,3,60,86,1764.0
345,0,4,60,106,1658.0
345,0,5,54,104,1554.0
345,0,6,48,183,1371.0
345,0,7,48,194,1177.0
345,0,8,48,229,948.0
345,0,9,48,79,869.0
345,0,10,48,137,732.0
345,0,11,48,162,570.0
345,0,12,36,185,385.0
345,0,13,36,291,94.0
345,0,14,36,94,0.0
345,0,15,36,0,0.0
345,0,16,93888,101598,0.0758873206165475
345,1,1,60,52,1948.0
345,1,2,60,44,1904.0
345,1,3,60,46,1858.0
345,1,4,60,77,1781.0
345,1,5,54,63,1718.0
345,1,6,48,38,1680.0
345,1,7,48,78,1602.0
345,1,8,48,67,1535.0
345,1,9,48,93,1442.0
345,1,10,48,88,1354.0
345,1,11,48,121,1233.0
345,1,12,36,157,1076.0
345,1,13,36,119,957.0
345,1,14,36,150,807.0
345,1,15,36,162,645.0
345,1,16,60990,73248,0.1673492791612058
346,0,1,60,86,1914.0
346,0,2,60,90,1824.0
346,0,3,60,57,1767.0
346,0,4,60,91,1676.0
346,0,5,54,151,1525.0
346,0,6,48,106,1419.0
346,0,7,48,191,1228.0
346,0,8,48,179,1049.0
346,0,9,48,134,915.0
346,0,10,48,187,728.0
346,0,11,36,116,612.0
346,0,12,36,269,343.0
346,0,13,36,243,100.0
346,0,14,36,100,0.0
346,0,15,36,0,0.0
346,0,16,92058,98892,0.0691056910569105
346,1,1,60,47,1953.0
346,1,2,60,68,1885.0
346,1,3,60,51,1834.0
346,1,4,60,64,1770.0
346,1,5,54,81,1689.0
346,1,6,48,35,1654.0
346,1,7,48,74,1580.0
346,1,8,48,63,1517.0
346,1,9,48,77,1440.0
346,1,10,48,55,1385.0
346,1,11,36,96,1289.0
346,1,12,36,162,1127.0
346,1,13,36,126,1001.0
346,1,14,36,20,981.0
346,1,15,36,190,791.0
346,1,16,54150,66432,0.1848807803468207
347,0,1,60,69,1931.0
347,0,2,60,70,1861.0
347,0,3,60,53,1808.0
347,0,4,60,50,1758.0
347,0,5,54,66,1692.0
347,0,6,48,103,1589.0
347,0,7,48,105,1484.0
347,0,8,48,126,1358.0
347,0,9,48,126,1232.0
347,0,10,36,210,1022.0
347,0,11,36,133,889.0
347,0,12,36,149,740.0
347,0,13,36,222,518.0
347,0,14,36,274,244.0
347,0,15,36,244,0.0
347,0,16,84516,87564,0.0348088255447444
347,1,1,60,82,1918.0
347,1,2,60,69,1849.0
347,1,3,60,59,1790.0
347,1,4,60,91,1699.0
347,1,5,54,94,1605.0
347,1,6,48,144,1461.0
347,1,7,48,116,1345.0
347,1,8,48,169,1176.0
347,1,9,48,198,978.0
347,1,10,36,176,802.0
347,1,11,36,195,607.0
347,1,12,36,227,380.0
347,1,13,36,305,75.0
347,1,14,36,75,0.0
347,1,15,36,0,0.0
347,1,16,88440,99024,0.1068831798351914
348,0,1,60,70,1930.0
348,0,2,60,82,1848.0
348,0,3,60,85,1763.0
348,0,4,60,46,1717.0
348,0,5,54,52,1665.0
348,0,6,48,133,1532.0
348,0,7,48,155,1377.0
348,0,8,48,80,1297.0
348,0,9,36,294,1003.0
348,0,10,36,193,810.0
348,0,11,36,121,689.0
348,0,12,36,201,488.0
348,0,13,36,175,313.0
348,0,14,36,313,0.0
348,0,15,36,0,0.0
348,0,16,84144,89700,0.0619397993311037
348,1,1,60,80,1920.0
348,1,2,60,84,1836.0
348,1,3,60,35,1801.0
348,1,4,60,97,1704.0
348,1,5,54,134,1570.0
348,1,6,48,170,1400.0
348,1,7,48,136,1264.0
348,1,8,48,138,1126.0
348,1,9,36,181,945.0
348,1,10,36,284,661.0
348,1,11,36,261,400.0
348,1,12,36,209,191.0
348,1,13,36,191,0.0
348,1,14,36,0,0.0
348,1,15,36,0,0.0
348,1,16,86844,98100,0.1147400611620794
349,0,1,60,86,1914.0
349,0,2,60,65,1849.0
349,0,3,60,136,1713.0
349,0,4,60,19,1694.0
349,0,5,54,118,1576.0
349,0,6,48,197,1379.0
349,0,7,48,161,1218.0
349,0,8,36,247,971.0
349,0,9,36,200,771.0
349,0,10,36,242,529.0
349,0,11,36,397,132.0
349,0,12,36,132,0.0
349,0,13,36,0,0.0
349,0,14,36,0,0.0
349,0,15,36,0,0.0
349,0,16,85764,101052,0.1512884455527847
349,1,1,60,99,1901.0
349,1,2,60,118,1783.0
349,1,3,60,102,1681.0
349,1,4,60,108,1573.0
349,1,5,54,186,1387.0
349,1,6,48,91,1296.0
349,1,7,48,164,1132.0
349,1,8,36,302,830.0
349,1,9,36,348,482.0
349,1,10,36,249,233.0
349,1,11,36,233,0.0
349,1,12,36,0,0.0
349,1,13,36,0,0.0
349,1,14,36,0,0.0
349,1,15,36,0,0.0
349,1,16,88656,104508,0.151682167872316
350,0,1,60,129,1871.0
350,0,2,60,97,1774.0
350,0,3,60,102,1672.0
350,0,4,60,156,1516.0
350,0,5,54,224,1292.0
350,0,6,48,242,1050.0
350,0,7,36,318,732.0
350,0,8,36,422,310.0
350,0,9,36,310,0.0
350,0,10,36,0,0.0
350,0,11,36,0,0.0
350,0,12,36,0,0.0
350,0,13,36,0,0.0
350,0,14,36,0,0.0
350,0,15,36,0,0.0
350,0,16,90552,119700,0.2435087719298245
350,1,1,60,120,1880.0
350,1,2,60,122,1758.0
350,1,3,60,95,1663.0
350,1,4,60,86,1577.0
350,1,5,54,153,1424.0
350,1,6,48,274,1150.0
350,1,7,36,403,747.0
350,1,8,36,232,515.0
350,1,9,36,268,247.0
350,1,10,36,240,7.0
350,1,11,36,7,0.0
350,1,12,36,0,0.0
350,1,13,36,0,0.0
350,1,14,36,0,0.0
350,1,15,36,0,0.0
350,1,16,88194,112188,0.2138731415124611
351,0,1,60,94,1906.0
351,0,2,60,85,1821.0
351,0,3,60,103,1718.0
351,0,4,60,90,1628.0
351,0,5,54,173,1455.0
351,0,6,36,145,1310.0
351,0,7,36,241,1069.0
351,0,8,36,152,917.0
351,0,9,36,122,795.0
351,0,10,36,248,547.0
351,0,11,36,206,341.0
351,0,12,36,341,0.0
351,0,13,36,0,0.0
351,0,14,36,0,0.0
351,0,15,36,0,0.0
351,0,16,84042,99762,0.1575750285679917
351,1,1,60,101,1899.0
351,1,2,60,55,1844.0
351,1,3,60,106,1738.0
351,1,4,60,114,1624.0
351,1,5,54,157,1467.0
351,1,6,36,275,1192.0
351,1,7,36,275,917.0
351,1,8,36,198,719.0
351,1,9,36,255,464.0
351,1,10,36,318,146.0
351,1,11,36,146,0.0
351,1,12,36,0,0.0
351,1,13,36,0,0.0
351,1,14,36,0,0.0
351,1,15,36,0,0.0
351,1,16,83850,103326,0.188490796121015
352,0,1,60,101,1899.0
352,0,2,60,153,1746.0
352,0,3,60,113,1633.0
352,0,4,60,24,1609.0
352,0,5,48,177,1432.0
352,0,6,48,110,1322.0
352,0,7,48,208,1114.0
352,0,8,48,313,801.0
352,0,9,48,143,658.0
352,0,10,48,229,429.0
352,0,11,48,201,228.0
352,0,12,48,228,0.0
352,0,13,48,0,0.0
352,0,14,48,0,0.0
352,0,15,48,0,0.0
352,0,16,100692,110202,0.0862960744814068
352,1,1,60,105,1895.0
352,1,2,60,99,1796.0
352,1,3,60,144,1652.0
352,1,4,60,146,1506.0
352,1,5,48,222,1284.0
352,1,6,48,152,1132.0
352,1,7,48,136,996.0
352,1,8,48,170,826.0
352,1,9,48,197,629.0
352,1,10,48,132,497.0
352,1,11,48,117,380.0
352,1,12,48,97,283.0
352,1,13,48,237,46.0
352,1,14,48,46,0.0
352,1,15,48,0,0.0
352,1,16,101928,109062,0.0654123342685811
353,0,1,60,92,1908.0
353,0,2,60,89,1819.0
353,0,3,60,83,1736.0
353,0,4,60,81,1655.0
353,0,5,48,117,1538.0
353,0,6,48,165,1373.0
353,0,7,48,208,1165.0
353,0,8,48,188,977.0
353,0,9,48,159,818.0
353,0,10,48,233,585.0
353,0,11,48,209,376.0
353,0,12,48,141,235.0
353,0,13,48,180,55.0
353,0,14,48,55,0.0
353,0,15,48,0,0.0
353,0,16,100140,104772,0.0442102851906998
353,1,1,60,119,1881.0
353,1,2,60,126,1755.0
353,1,3,60,128,1627.0
353,1,4,60,128,1499.0
353,1,5,48,161,1338.0
353,1,6,48,267,1071.0
353,1,7,48,215,856.0
353,1,8,48,201,655.0
353,1,9,48,224,431.0
353,1,10,48,215,216.0
353,1,11,48,184,32.0
353,1,12,48,32,0.0
353,1,13,48,0,0.0
353,1,14,48,0,0.0
353,1,15,48,0,0.0
353,1,16,102012,116598,0.1250964853599547
354,0,1,60,112,1888.0
354,0,2,60,101,1787.0
354,0,3,60,95,1692.0
354,0,4,60,132,1560.0
354,0,5,48,309,1251.0
354,0,6,48,140,1111.0
354,0,7,48,276,835.0
354,0,8,48,169,666.0
354,0,9,48,190,476.0
354,0,10,48,221,255.0
354,0,11,48,206,49.0
354,0,12,48,49,0.0
354,0,13,48,0,0.0
354,0,14,48,0,0.0
354,0,15,48,0,0.0
354,0,16,101280,113130,0.1047467515247945
354,1,1,60,107,1893.0
354,1,2,60,45,1848.0
354,1,3,60,84,1764.0
354,1,4,60,111,1653.0
354,1,5,48,215,1438.0
354,1,6,48,323,1115.0
354,1,7,48,198,917.0
354,1,8,48,234,683.0
354,1,9,48,140,543.0
354,1,10,48,122,421.0
354,1,11,48,165,256.0
354,1,12,48,243,13.0
354,1,13,48,13,0.0
354,1,14,48,0,0.0
354,1,15,48,0,0.0
354,1,16,100164,110082,0.090096473537908
355,0,1,60,61,1939.0
355,0,2,60,93,1846.0
355,0,3,60,24,1822.0
355,0,4,60,57,1765.0
355,0,5,48,98,1667.0
355,0,6,48,96,1571.0
355,0,7,48,107,1464.0
355,0,8,48,111,1353.0
355,0,9,48,108,1245.0
355,0,10,48,98,1147.0
355,0,11,48,79,1068.0
355,0,12,48,120,948.0
355,0,13,36,164,784.0
355,0,14,36,197,587.0
355,0,15,36,196,391.0
355,0,16,73368,81372,0.0983630732930246
355,1,1,60,73,1927.0
355,1,2,60,52,1875.0
355,1,3,60,84,1791.0
355,1,4,60,39,1752.0
355,1,5,48,142,1610.0
355,1,6,48,143,1467.0
355,1,7,48,189,1278.0
355,1,8,48,133,1145.0
355,1,9,48,136,1009.0
355,1,10,48,127,882.0
355,1,11,48,95,787.0
355,1,12,48,150,637.0
355,1,13,36,291,346.0
355,1,14,36,217,129.0
355,1,15,36,129,0.0
355,1,16,91332,94368,0.0321719226856561
356,0,1,60,130,1870.0
356,0,2,60,118,1752.0
356,0,3,60,112,1640.0
356,0,4,60,110,1530.0
356,0,5,48,258,1272.0
356,0,6,48,333,939.0
356,0,7,48,217,722.0
356,0,8,48,186,536.0
356,0,9,48,198,338.0
356,0,10,48,287,51.0
356,0,11,48,51,0.0
356,0,12,48,0,0.0
356,0,13,48,0,0.0
356,0,14,48,0,0.0
356,0,15,48,0,0.0
356,0,16,101640,117396,0.1342124092814065
356,1,1,60,105,1895.0
356,1,2,60,137,1758.0
356,1,3,60,120,1638.0
356,1,4,60,99,1539.0
356,1,5,48,146,1393.0
356,1,6,48,206,1187.0
356,1,7,48,214,973.0
356,1,8,48,146,827.0
356,1,9,48,229,598.0
356,1,10,48,284,314.0
356,1,11,48,125,189.0
356,1,12,36,189,0.0
356,1,13,36,0,0.0
356,1,14,36,0,0.0
356,1,15,36,0,0.0
356,1,16,99264,112158,0.1149628203070668
357,0,1,60,99,1901.0
357,0,2,60,72,1829.0
357,0,3,60,64,1765.0
357,0,4,60,92,1673.0
357,0,5,48,142,1531.0
357,0,6,48,142,1389.0
357,0,7,48,231,1158.0
357,0,8,48,266,892.0
357,0,9,48,130,762.0
357,0,10,48,174,588.0
357,0,11,36,259,329.0
357,0,12,36,293,36.0
357,0,13,36,36,0.0
357,0,14,36,0,0.0
357,0,15,36,0,0.0
357,0,16,92868,104820,0.1140240412135088
357,1,1,60,125,1875.0
357,1,2,60,125,1750.0
357,1,3,60,152,1598.0
357,1,4,60,100,1498.0
357,1,5,48,184,1314.0
357,1,6,48,285,1029.0
357,1,7,48,202,827.0
357,1,8,48,329,498.0
357,1,9,48,267,231.0
357,1,10,48,223,8.0
357,1,11,36,8,0.0
357,1,12,36,0,0.0
357,1,13,36,0,0.0
357,1,14,36,0,0.0
357,1,15,36,0,0.0
357,1,16,101928,115398,0.1167264597306712
358,0,1,60,84,1916.0
358,0,2,60,75,1841.0
358,0,3,60,109,1732.0
358,0,4,60,64,1668.0
358,0,5,48,169,1499.0
358,0,6,48,124,1375.0
358,0,7,48,115,1260.0
358,0,8,48,116,1144.0
358,0,9,48,104,1040.0
358,0,10,36,237,803.0
358,0,11,36,208,595.0
358,0,12,36,198,397.0
358,0,13,36,279,118.0
358,0,14,36,118,0.0
358,0,15,36,0,0.0
358,0,16,87504,98442,0.1111111111111111
358,1,1,60,122,1878.0
358,1,2,60,104,1774.0
358,1,3,60,136,1638.0
358,1,4,60,154,1484.0
358,1,5,48,86,1398.0
358,1,6,48,176,1222.0
358,1,7,48,195,1027.0
358,1,8,48,124,903.0
358,1,9,48,297,606.0
358,1,10,36,268,338.0
358,1,11,36,338,0.0
358,1,12,36,0,0.0
358,1,13,36,0,0.0
358,1,14,36,0,0.0
358,1,15,36,0,0.0
358,1,16,94920,114792,0.1731131089274513
359,0,1,60,126,1874.0
359,0,2,60,84,1790.0
359,0,3,60,141,1649.0
359,0,4,60,121,1528.0
359,0,5,48,164,1364.0
359,0,6,48,279,1085.0
359,0,7,48,266,819.0
359,0,8,48,201,618.0
359,0,9,36,378,240.0
359,0,10,36,240,0.0
359,0,11,36,0,0.0
359,0,12,36,0,0.0
359,0,13,36,0,0.0
359,0,14,36,0,0.0
359,0,15,36,0,0.0
359,0,16,94248,118236,0.2028823708515172
359,1,1,60,136,1864.0
359,1,2,60,120,1744.0
359,1,3,60,136,1608.0
359,1,4,60,142,1466.0
359,1,5,48,206,1260.0
359,1,6,48,228,1032.0
359,1,7,48,319,713.0
359,1,8,48,221,492.0
359,1,9,36,449,43.0
359,1,10,36,43,0.0
359,1,11,36,0,0.0
359,1,12,36,0,0.0
359,1,13,36,0,0.0
359,1,14,36,0,0.0
359,1,15,36,0,0.0
359,1,16,96504,120000,0.1957999999999999
360,0,1,60,85,1915.0
360,0,2,60,79,1836.0
360,0,3,60,70,1766.0
360,0,4,60,50,1716.0
360,0,5,48,168,1548.0
360,0,6,48,163,1385.0
360,0,7,48,163,1222.0
360,0,8,36,292,930.0
360,0,9,36,151,779.0
360,0,10,36,239,540.0
360,0,11,36,114,426.0
360,0,12,36,265,161.0
360,0,13,36,161,0.0
360,0,14,36,0,0.0
360,0,15,36,0,0.0
360,0,16,84744,94584,0.104034509007866
360,1,1,60,123,1877.0
360,1,2,60,148,1729.0
360,1,3,60,94,1635.0
360,1,4,60,150,1485.0
360,1,5,48,237,1248.0
360,1,6,48,157,1091.0
360,1,7,48,245,846.0
360,1,8,36,344,502.0
360,1,9,36,234,268.0
360,1,10,36,161,107.0
360,1,11,36,107,0.0
360,1,12,36,0,0.0
360,1,13,36,0,0.0
360,1,14,36,0,0.0
360,1,15,36,0,0.0
360,1,16,92028,114024,0.1929067564723215
361,0,1,60,100,1900.0
361,0,2,60,118,1782.0
361,0,3,60,91,1691.0
361,0,4,60,51,1640.0
361,0,5,48,200,1440.0
361,0,6,48,78,1362.0
361,0,7,36,365,997.0
361,0,8,36,300,697.0
361,0,9,36,301,396.0
361,0,10,36,250,146.0
361,0,11,36,146,0.0
361,0,12,36,0,0.0
361,0,13,36,0,0.0
361,0,14,36,0,0.0
361,0,15,36,0,0.0
361,0,16,83976,105612,0.204863083740484
361,1,1,60,94,1906.0
361,1,2,60,109,1797.0
361,1,3,60,36,1761.0
361,1,4,60,83,1678.0
361,1,5,48,160,1518.0
361,1,6,48,137,1381.0
361,1,7,36,412,969.0
361,1,8,36,338,631.0
361,1,9,36,287,344.0
361,1,10,36,261,83.0
361,1,11,36,83,0.0
361,1,12,36,0,0.0
361,1,13,36,0,0.0
361,1,14,36,0,0.0
361,1,15,36,0,0.0
361,1,16,83292,109434,0.2388837107297549
362,0,1,60,53,1947.0
362,0,2,60,66,1881.0
362,0,3,60,48,1833.0
362,0,4,60,60,1773.0
362,0,5,48,98,1675.0
362,0,6,36,93,1582.0
362,0,7,36,168,1414.0
362,0,8,36,43,1371.0
362,0,9,36,150,1221.0
362,0,10,36,126,1095.0
362,0,11,36,156,939.0
362,0,12,36,77,862.0
362,0,13,36,164,698.0
362,0,14,36,56,642.0
362,0,15,36,188,454.0
362,0,16,62280,70356,0.1147876513730172
362,1,1,60,105,1895.0
362,1,2,60,116,1779.0
362,1,3,60,151,1628.0
362,1,4,60,133,1495.0
362,1,5,48,159,1336.0
362,1,6,36,277,1059.0
362,1,7,36,329,730.0
362,1,8,36,195,535.0
362,1,9,36,353,182.0
362,1,10,36,182,0.0
362,1,11,36,0,0.0
362,1,12,36,0,0.0
362,1,13,36,0,0.0
362,1,14,36,0,0.0
362,1,15,36,0,0.0
362,1,16,86028,112116,0.2326875735845017
363,0,1,60,62,1938.0
363,0,2,60,56,1882.0
363,0,3,60,74,1808.0
363,0,4,60,56,1752.0
363,0,5,36,89,1663.0
363,0,6,36,253,1410.0
363,0,7,36,268,1142.0
363,0,8,36,264,878.0
363,0,9,36,245,633.0
363,0,10,36,192,441.0
363,0,11,36,140,301.0
363,0,12,36,189,112.0
363,0,13,36,112,0.0
363,0,14,36,0,0.0
363,0,15,36,0,0.0
363,0,16,77952,85812,0.0915955810376171
363,1,1,60,105,1895.0
363,1,2,60,110,1785.0
363,1,3,60,94,1691.0
363,1,4,60,112,1579.0
363,1,5,36,215,1364.0
363,1,6,36,455,909.0
363,1,7,36,249,660.0
363,1,8,36,326,334.0
363,1,9,36,334,0.0
363,1,10,36,0,0.0
363,1,11,36,0,0.0
363,1,12,36,0,0.0
363,1,13,36,0,0.0
363,1,14,36,0,0.0
363,1,15,36,0,0.0
363,1,16,82104,113394,0.2759405259537542
364,0,1,60,94,1906.0
364,0,2,60,99,1807.0
364,0,3,60,56,1751.0
364,0,4,54,173,1578.0
364,0,5,54,103,1475.0
364,0,6,54,121,1354.0
364,0,7,54,168,1186.0
364,0,8,54,121,1065.0
364,0,9,54,134,931.0
364,0,10,54,180,751.0
364,0,11,54,103,648.0
364,0,12,54,122,526.0
364,0,13,54,88,438.0
364,0,14,54,104,334.0
364,0,15,54,165,169.0
364,0,16,100368,105684,0.050300897013739
364,1,1,60,43,1957.0
364,1,2,60,46,1911.0
364,1,3,60,28,1883.0
364,1,4,54,79,1804.0
364,1,5,54,41,1763.0
364,1,6,54,39,1724.0
364,1,7,54,41,1683.0
364,1,8,54,87,1596.0
364,1,9,54,52,1544.0
364,1,10,54,57,1487.0
364,1,11,54,42,1445.0
364,1,12,54,49,1396.0
364,1,13,54,55,1341.0
364,1,14,54,78,1263.0
364,1,15,54,24,1239.0
364,1,16,41796,60000,0.3034
365,0,1,60,111,1889.0
365,0,2,60,114,1775.0
365,0,3,60,108,1667.0
365,0,4,54,135,1532.0
365,0,5,54,135,1397.0
365,0,6,54,117,1280.0
365,0,7,54,193,1087.0
365,0,8,54,156,931.0
365,0,9,54,180,751.0
365,0,10,54,136,615.0
365,0,11,54,128,487.0
365,0,12,54,111,376.0
365,0,13,54,139,237.0
365,0,14,54,107,130.0
365,0,15,48,130,0.0
365,0,16,109218,110352,0.0102762070465419
365,1,1,60,87,1913.0
365,1,2,60,100,1813.0
365,1,3,60,64,1749.0
365,1,4,54,67,1682.0
365,1,5,54,122,1560.0
365,1,6,54,174,1386.0
365,1,7,54,101,1285.0
365,1,8,54,117,1168.0
365,1,9,54,92,1076.0
365,1,10,54,75,1001.0
365,1,11,54,113,888.0
365,1,12,54,101,787.0
365,1,13,54,83,704.0
365,1,14,54,122,582.0
365,1,15,48,77,505.0
365,1,16,81774,97044,0.1573513045628787
366,0,1,60,157,1843.0
366,0,2,60,149,1694.0
366,0,3,60,171,1523.0
366,0,4,54,172,1351.0
366,0,5,54,188,1163.0
366,0,6,54,189,974.0
366,0,7,54,243,731.0
366,0,8,54,198,533.0
366,0,9,54,205,328.0
366,0,10,54,176,152.0
366,0,11,54,152,0.0
366,0,12,54,0,0.0
366,0,13,54,0,0.0
366,0,14,54,0,0.0
366,0,15,54,0,0.0
366,0,16,110862,120000,0.07615
366,1,1,60,74,1926.0
366,1,2,60,81,1845.0
366,1,3,60,51,1794.0
366,1,4,54,75,1719.0
366,1,5,54,150,1569.0
366,1,6,54,92,1477.0
366,1,7,54,78,1399.0
366,1,8,54,133,1266.0
366,1,9,54,83,1183.0
366,1,10,54,120,1063.0
366,1,11,54,69,994.0
366,1,12,54,106,888.0
366,1,13,54,60,828.0
366,1,14,54,62,766.0
366,1,15,36,143,623.0
366,1,16,73020,89436,0.1835502482221924
367,0,1,60,53,1947.0
367,0,2,60,26,1921.0
367,0,3,60,39,1882.0
367,0,4,54,112,1770.0
367,0,5,54,75,1695.0
367,0,6,54,84,1611.0
367,0,7,54,56,1555.0
367,0,8,54,32,1523.0
367,0,9,54,45,1478.0
367,0,10,54,63,1415.0
367,0,11,54,86,1329.0
367,0,12,54,67,1262.0
367,0,13,54,64,1198.0
367,0,14,48,38,1160.0
367,0,15,48,90,1070.0
367,0,16,50160,70176,0.2852257181942544
367,1,1,60,37,1963.0
367,1,2,60,44,1919.0
367,1,3,60,34,1885.0
367,1,4,54,56,1829.0
367,1,5,54,47,1782.0
367,1,6,54,39,1743.0
367,1,7,54,26,1717.0
367,1,8,54,62,1655.0
367,1,9,54,28,1627.0
367,1,10,54,39,1588.0
367,1,11,54,46,1542.0
367,1,12,54,42,1500.0
367,1,13,54,44,1456.0
367,1,14,48,67,1389.0
367,1,15,48,84,1305.0
367,1,16,37314,52080,0.2835253456221198
368,0,1,60,127,1873.0
368,0,2,60,78,1795.0
368,0,3,60,147,1648.0
368,0,4,54,102,1546.0
368,0,5,54,171,1375.0
368,0,6,54,158,1217.0
368,0,7,54,152,1065.0
368,0,8,54,232,833.0
368,0,9,54,100,733.0
368,0,10,54,118,615.0
368,0,11,54,108,507.0
368,0,12,54,215,292.0
368,0,13,54,177,115.0
368,0,14,48,115,0.0
368,0,15,48,0,0.0
368,0,16,109422,115986,0.0565930370906833
368,1,1,60,93,1907.0
368,1,2,60,50,1857.0
368,1,3,60,87,1770.0
